UID,Modified,Date,Annotator,Person norm.,Start Norm.,End Norm.,Duration Norm.,comment (if any)
Minori_2123,-1,2008_03_31_19_00_2.webm,Minori,Ozawa,0:00:00,0:01:13,0:01:13,picture&video
Yuji_2542,-1,2008_03_31_19_00_2.webm,Yuji,Ozawa,0:00:13,0:01:13,0:01:00,
,,2008_04_09_19_00_2.webm,_title_,,-1.00,,,
Yuji_2547,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:00:00,0:00:14,0:00:14,
Minori_2128,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:00:00,0:00:15,0:00:15,
Yuji_2548,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:00:14,0:00:17,0:00:03,
Minori_2129,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:00:15,0:00:17,0:00:02,
Minori_2130,-1,2008_04_09_19_00_2.webm,Minori,Fukuda,0:00:17,0:00:33,0:00:16,
Yuji_2549,1,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:00:18,0:00:33,0:00:08,
Minori_2131,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:00:25,0:00:26,0:00:01,
Yuji_2550,-1,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:00:26,0:00:27,0:00:01,a profile
Yuji_2551,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:00:26,0:00:27,0:00:01,
Yuji_2552,-1,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:00:27,0:00:34,0:00:07,
Minori_2132,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:00:33,0:00:42,0:00:09,
Yuji_2553,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:00:34,0:00:41,0:00:07,
Yuji_2554,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:00:41,0:00:44,0:00:03,
Minori_2133,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:00:42,0:00:44,0:00:02,
Minori_2134,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:00:45,0:01:08,0:00:23,
Yuji_2555,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:00:45,0:01:09,0:00:24,
Minori_2135,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:01:09,0:01:11,0:00:02,
Yuji_2556,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:01:09,0:01:11,0:00:02,
Yuji_2557,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:01:11,0:01:16,0:00:05,
Minori_2136,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:01:11,0:01:17,0:00:06,
Yuji_2558,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:01:16,0:01:31,0:00:15,
Minori_2137,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:01:17,0:01:30,0:00:13,
Minori_2138,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:01:31,0:01:33,0:00:02,
Yuji_2559,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:01:31,0:01:33,0:00:02,
Minori_2139,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:01:33,0:02:02,0:00:29,
Yuji_2560,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:01:33,0:02:03,0:00:30,
Minori_2140,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:02:03,0:02:30,0:00:27,
Yuji_2561,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:02:03,0:02:31,0:00:28,
Minori_2141,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:02:31,0:02:33,0:00:02,
Yuji_2562,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:02:31,0:02:34,0:00:03,
Minori_2142,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:02:34,0:02:43,0:00:09,
Yuji_2563,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:02:34,0:02:43,0:00:09,
Minori_2143,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:02:43,0:02:49,0:00:06,
Yuji_2564,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:02:43,0:02:50,0:00:07,
Minori_2144,1,2008_04_09_19_00_2.webm,Minori,Ozawa,0:02:46,0:02:58,0:00:11,
Yuji_2565,-1,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:02:47,0:02:50,0:00:03,a profile
Yuji_2566,-1,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:02:50,0:02:58,0:00:08,
Minori_2145,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:02:52,0:02:54,0:00:02,
Yuji_2567,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:02:52,0:02:54,0:00:02,a profile
Minori_2146,1,2008_04_09_19_00_2.webm,Minori,Fukuda,0:02:55,0:03:03,0:00:08,
Yuji_2568,-1,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:02:58,0:03:02,0:00:04,
Yuji_2569,,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:03:02,0:03:06,0:00:04,
Minori_2147,,2008_04_09_19_00_2.webm,Minori,Ozawa,0:03:03,0:03:06,0:00:03,
Minori_2148,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:03:07,0:03:19,0:00:12,
Yuji_2570,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:03:07,0:03:19,0:00:12,
Yuji_2571,1,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:03:19,0:03:25,0:00:06,
Minori_2149,-1,2008_04_09_19_00_2.webm,Minori,Ozawa,0:03:20,0:03:30,0:00:10,
Minori_2150,,2008_04_09_19_00_2.webm,Minori,Fukuda,0:03:25,0:03:27,0:00:02,
Yuji_2572,,2008_04_09_19_00_2.webm,Yuji,Fukuda,0:03:25,0:03:28,0:00:03,
Yuji_2573,1,2008_04_09_19_00_2.webm,Yuji,Ozawa,0:03:28,0:03:30,0:00:02,
,,2008_06_04_19_00_2.webm,_title_,,-1.00,,,
Yuji_2602,,2008_06_04_19_00_2.webm,Yuji,Fukushima,0:00:00,0:00:20,0:00:20,pictureonly
Minori_2179,,2008_06_04_19_00_2.webm,Minori,Fukushima,0:00:00,0:00:21,0:00:21,picture
Yuji_2600,-1,2008_06_04_19_00_2.webm,Yuji,Ozawa,0:00:00,0:00:20,0:00:20,pictureonly
Minori_2177,1,2008_06_04_19_00_2.webm,Minori,Ozawa,0:00:00,0:00:26,0:00:26,picture&video
Yuji_2601,,2008_06_04_19_00_2.webm,Yuji,Shii,0:00:00,0:00:20,0:00:20,pictureonly
Minori_2178,,2008_06_04_19_00_2.webm,Minori,Shii,0:00:00,0:00:21,0:00:21,picture
Yuji_2603,-1,2008_06_04_19_00_2.webm,Yuji,Ozawa,0:00:24,0:00:26,0:00:02,
Minori_2180,,2008_06_04_19_00_2.webm,Minori,Fukushima,0:00:26,0:00:29,0:00:03,
Yuji_2604,,2008_06_04_19_00_2.webm,Yuji,Fukushima,0:00:26,0:00:30,0:00:04,a profile
Minori_2181,,2008_06_04_19_00_2.webm,Minori,Shii,0:00:26,0:00:29,0:00:03,
Yuji_2605,,2008_06_04_19_00_2.webm,Yuji,Shii,0:00:26,0:00:30,0:00:04,
Minori_2182,,2008_06_04_19_00_2.webm,Minori,Shii,0:00:55,0:00:57,0:00:02,
Yuji_2606,,2008_06_04_19_00_2.webm,Yuji,Shii,0:00:55,0:00:57,0:00:02,
Minori_2184,,2008_06_04_19_00_2.webm,Minori,Fukushima,0:00:56,0:01:00,0:00:04,
Yuji_2607,,2008_06_04_19_00_2.webm,Yuji,Fukushima,0:00:56,0:01:01,0:00:05,
Minori_2183,,2008_06_04_19_00_2.webm,Minori,Ozawa,0:00:56,0:01:00,0:00:04,
Yuji_2608,,2008_06_04_19_00_2.webm,Yuji,Ozawa,0:00:56,0:01:01,0:00:05,
,,2008_06_11_19_00_1.webm,_title_,,-1.00,,,
Yuji_2613,,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:00:00,0:00:21,0:00:21,pictureonly
Minori_2189,,2008_06_11_19_00_1.webm,Minori,Fukuda,0:00:00,0:00:22,0:00:22,picture
Yuji_2614,1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:00:40,0:00:43,0:00:03,pictures (posters )
Minori_2190,,2008_06_11_19_00_1.webm,Minori,Fukuda,0:00:40,0:00:52,0:00:12,
Yuji_2615,,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:00:41,0:00:52,0:00:11,
Minori_2191,,2008_06_11_19_00_1.webm,Minori,Ozawa,0:00:53,0:00:54,0:00:01,
Yuji_2616,,2008_06_11_19_00_1.webm,Yuji,Ozawa,0:00:54,0:00:55,0:00:01,
Minori_2192,,2008_06_11_19_00_1.webm,Minori,Hatoyama,0:00:55,0:01:08,0:00:13,
Yuji_2617,,2008_06_11_19_00_1.webm,Yuji,Hatoyama,0:00:57,0:01:08,0:00:11,
Minori_2193,,2008_06_11_19_00_1.webm,Minori,Fukuda,0:01:08,0:01:18,0:00:10,
Yuji_2618,,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:01:09,0:01:17,0:00:08,
Yuji_2619,,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:01:46,0:01:54,0:00:08,
Minori_2194,,2008_06_11_19_00_1.webm,Minori,Fukuda,0:01:48,0:01:55,0:00:07,
Yuji_2620,-1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:02:00,0:02:02,0:00:02,
Minori_2195,1,2008_06_11_19_00_1.webm,Minori,Fukuda,0:02:00,0:02:25,0:00:25,
Yuji_2621,-1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:02:03,0:02:25,0:00:22,
Yuji_2622,-1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:02:35,0:02:41,0:00:06,
Minori_2196,1,2008_06_11_19_00_1.webm,Minori,Fukuda,0:02:35,0:02:49,0:00:13,
Yuji_2623,-1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:02:42,0:02:49,0:00:07,pictureonly
Minori_2197,,2008_06_11_19_00_1.webm,Minori,Ozawa,0:02:48,0:03:12,0:00:24,
Yuji_2624,,2008_06_11_19_00_1.webm,Yuji,Ozawa,0:02:49,0:03:12,0:00:23,
Minori_2198,,2008_06_11_19_00_1.webm,Minori,Shii,0:03:13,0:03:34,0:00:21,
Yuji_2625,,2008_06_11_19_00_1.webm,Yuji,Shii,0:03:13,0:03:34,0:00:21,
Yuji_2626,,2008_06_11_19_00_1.webm,Yuji,Fukushima,0:03:34,0:03:54,0:00:20,
Minori_2199,,2008_06_11_19_00_1.webm,Minori,Fukushima,0:03:35,0:03:53,0:00:18,
Yuji_2627,1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:04:11,0:04:38,0:00:27,pictureonly
Yuji_2628,1,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:05:02,0:05:05,0:00:03,pictureonly
Minori_2200,,2008_06_11_19_00_1.webm,Minori,Fukuda,0:05:24,0:05:26,0:00:02,
Yuji_2629,,2008_06_11_19_00_1.webm,Yuji,Fukuda,0:05:25,0:05:27,0:00:02,a profile
Minori_2201,,2008_06_11_19_00_1.webm,Minori,Ozawa,0:05:27,0:05:29,0:00:02,
Yuji_2630,,2008_06_11_19_00_1.webm,Yuji,Ozawa,0:05:27,0:05:29,0:00:02,
Minori_2202,,2008_06_11_19_00_1.webm,Minori,Hatoyama,0:05:36,0:05:39,0:00:03,
Yuji_2631,,2008_06_11_19_00_1.webm,Yuji,Hatoyama,0:05:36,0:05:39,0:00:03,
Yuji_2632,,2008_06_11_19_00_1.webm,Yuji,Hatoyama,0:05:47,0:05:49,0:00:02,
Minori_2203,,2008_06_11_19_00_1.webm,Minori,Hatoyama,0:05:48,0:05:50,0:00:02,
Minori_2204,,2008_06_11_19_00_1.webm,Minori,Hatoyama,0:05:53,0:05:54,0:00:01,
Yuji_2633,,2008_06_11_19_00_1.webm,Yuji,Hatoyama,0:05:53,0:05:54,0:00:01,
Yuji_2635,1,2008_06_11_19_00_1.webm,Yuji,Ozawa,0:05:57,0:06:17,0:00:03,pictures (posters )
Yuji_2634,-1,2008_06_11_19_00_1.webm,Yuji,Ozawa,0:05:57,0:06:17,0:00:20,
Minori_2205,-1,2008_06_11_19_00_1.webm,Minori,Ozawa,0:05:59,0:06:16,0:00:17,
,,2008_06_26_19_00_1.webm,_title_,,-1.00,,,
Minori_2214,,2008_06_26_19_00_1.webm,Minori,Fukuda,0:01:59,0:02:37,0:00:38,
Yuji_2644,,2008_06_26_19_00_1.webm,Yuji,Fukuda,0:01:59,0:02:37,0:00:38,
Yuji_2645,-1,2008_06_26_19_00_1.webm,Yuji,Fukuda,0:06:44,0:06:54,0:00:10,
Minori_2215,1,2008_06_26_19_00_1.webm,Minori,Fukuda,0:06:44,0:07:05,0:00:20,
Yuji_2646,-1,2008_06_26_19_00_1.webm,Yuji,Fukuda,0:06:56,0:07:05,0:00:09,
Yuji_2647,1,2008_06_26_19_00_1.webm,Yuji,Fukuda,0:10:56,0:11:00,0:00:04,
,,2008_07_06_19_00_1.webm,_title_,,-1.00,,,
Minori_2221,,2008_07_06_19_00_1.webm,Minori,Fukuda,0:00:15,0:00:22,0:00:07,picture
Yuji_2653,,2008_07_06_19_00_1.webm,Yuji,Fukuda,0:00:16,0:00:21,0:00:05,pictureonly
Minori_2222,,2008_07_06_19_00_1.webm,Minori,Fukuda,0:00:28,0:00:42,0:00:14,
Yuji_2654,,2008_07_06_19_00_1.webm,Yuji,Fukuda,0:00:28,0:00:42,0:00:14,
Yuji_2655,,2008_07_06_19_00_1.webm,Yuji,Fukuda,0:00:48,0:00:58,0:00:10,
Minori_2223,,2008_07_06_19_00_1.webm,Minori,Fukuda,0:00:49,0:00:58,0:00:09,
Minori_2224,1,2008_07_06_19_00_1.webm,Minori,Fukuda,0:01:42,0:01:53,0:00:11,
Yuji_2656,-1,2008_07_06_19_00_1.webm,Yuji,Fukuda,0:01:43,0:01:50,0:00:07,
,,2008_07_08_19_00_3.webm,_title_,,-1.00,,,
Yuji_2662,-1,2008_07_08_19_00_3.webm,Yuji,Fukuda,0:00:00,0:00:15,0:00:15,pictureonly
Minori_2230,1,2008_07_08_19_00_3.webm,Minori,Fukuda,0:00:00,0:00:27,0:00:27,picture&video
Yuji_2663,-1,2008_07_08_19_00_3.webm,Yuji,Fukuda,0:00:17,0:00:28,0:00:11,
,,2008_07_09_19_00_2.webm,_title_,,-1.00,,,
Yuji_2665,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:00:00,0:00:20,0:00:20,pictureonly
Minori_2232,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:00:00,0:00:52,0:00:52,
Yuji_2666,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:00:20,0:00:52,0:00:32,
Minori_2233,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:01:04,0:01:12,0:00:08,
Yuji_2667,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:01:05,0:01:12,0:00:07,
Yuji_2668,1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:01:33,0:01:35,0:00:02,
Minori_2234,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:01:42,0:02:04,0:00:22,
Yuji_2669,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:01:42,0:02:05,0:00:23,
Minori_2235,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:02:15,0:02:22,0:00:07,
Yuji_2670,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:02:15,0:02:23,0:00:08,
Yuji_2671,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:03:33,0:03:36,0:00:03,pictureonly
Minori_2236,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:03:34,0:03:36,0:00:02,picture
Yuji_2672,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:04:33,0:05:00,0:00:27,
Minori_2237,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:04:42,0:05:06,0:00:24,video&picture
Yuji_2673,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:05:00,0:05:06,0:00:06,pictureonly
Yuji_2674,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:05:42,0:05:43,0:00:01,
Minori_2238,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:05:44,0:05:55,0:00:11,
Yuji_2675,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:05:45,0:05:46,0:00:01,
Yuji_2676,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:05:47,0:05:52,0:00:05,
Minori_2239,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:06:03,0:06:08,0:00:05,
Yuji_2677,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:04,0:06:07,0:00:03,
Minori_2240,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:06:09,0:06:11,0:00:02,
Yuji_2678,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:10,0:06:12,0:00:02,
Yuji_2679,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:25,0:06:34,0:00:09,pictureonly
Minori_2241,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:06:25,0:06:42,0:00:17,picture&video
Yuji_2680,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:38,0:06:43,0:00:05,
Minori_2242,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:06:49,0:06:50,0:00:01,
Yuji_2681,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:49,0:06:51,0:00:02,
Yuji_2682,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:06:53,0:07:22,0:00:29,
Minori_2243,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:06:53,0:07:30,0:00:37,video&picture
Yuji_2683,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:07:23,0:07:30,0:00:07,pictureonly
Minori_2244,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:08:01,0:08:05,0:00:04,picture
Yuji_2684,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:01,0:08:05,0:00:04,pictureonly
Minori_2245,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:08:23,0:08:27,0:00:04,
Yuji_2685,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:23,0:08:27,0:00:04,
Yuji_2686,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:28,0:08:36,0:00:08,a profile
Minori_2246,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:08:28,0:08:39,0:00:11,
Yuji_2687,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:39,0:08:39,0:00:00,a profile
Minori_2247,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:08:43,0:08:51,0:00:08,
Yuji_2688,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:43,0:08:52,0:00:09,
Minori_2248,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:08:57,0:09:02,0:00:05,
Yuji_2689,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:08:57,0:09:02,0:00:05,
Minori_2249,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:09:19,0:09:27,0:00:08,picture
Yuji_2690,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:09:20,0:09:27,0:00:07,pictureonly
Minori_2250,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:10:06,0:10:10,0:00:04,picture
Yuji_2691,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:10:06,0:10:11,0:00:05,pictureonly
Minori_2251,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:10:38,0:10:46,0:00:08,
Yuji_2692,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:10:39,0:10:47,0:00:08,
Yuji_2693,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:10:49,0:10:51,0:00:02,
Minori_2252,1,2008_07_09_19_00_2.webm,Minori,Fukuda,0:10:49,0:10:59,0:00:10,
Yuji_2694,-1,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:10:54,0:10:59,0:00:05,
Minori_2253,,2008_07_09_19_00_2.webm,Minori,Fukuda,0:11:01,0:11:19,0:00:18,
Yuji_2695,,2008_07_09_19_00_2.webm,Yuji,Fukuda,0:11:01,0:11:20,0:00:19,
,,2008_09_06_19_00_1.webm,_title_,,-1.00,,,
Yuji_2719,1,2008_09_06_19_00_1.webm,Yuji,Aso,0:07:26,0:07:28,0:00:02,pictureonly
Minori_2276,-1,2008_09_06_19_00_1.webm,Minori,nothing,,,0:00:00,nothing
,,2008_09_06_19_00_2.webm,_title_,,-1.00,,,
Yuji_2721,-1,2008_09_06_19_00_2.webm,Yuji,Aso,0:00:00,0:00:22,0:00:22,pictureonly
Minori_2278,1,2008_09_06_19_00_2.webm,Minori,Aso,0:00:00,0:00:56,0:00:56,picture&video
Yuji_2722,-1,2008_09_06_19_00_2.webm,Yuji,Aso,0:00:22,0:00:56,0:00:34,
,,2008_09_22_19_00_1.webm,_title_,,-1.00,,,
Yuji_2728,-1,2008_09_22_19_00_1.webm,Yuji,Aso,0:00:27,0:00:30,0:00:03,pictureonly
Minori_2284,1,2008_09_22_19_00_1.webm,Minori,Aso,0:00:28,0:00:42,0:00:14,
Yuji_2729,-1,2008_09_22_19_00_1.webm,Yuji,Aso,0:00:30,0:00:33,0:00:03,picture
Yuji_2730,-1,2008_09_22_19_00_1.webm,Yuji,Aso,0:00:33,0:00:38,0:00:05,
Yuji_2731,-1,2008_09_22_19_00_1.webm,Yuji,Aso,0:00:38,0:00:42,0:00:04,picture
,,2008_09_24_19_00_2.webm,_title_,,-1.00,,,
Minori_2287,,2008_09_24_19_00_2.webm,Minori,Aso,0:00:04,0:00:23,0:00:19,
Yuji_2734,,2008_09_24_19_00_2.webm,Yuji,Aso,0:00:05,0:00:23,0:00:18,
Minori_2288,1,2008_09_24_19_00_2.webm,Minori,Ota,0:00:33,0:00:38,0:00:05,
Yuji_2735,-1,2008_09_24_19_00_2.webm,Yuji,Ota,0:00:34,0:00:35,0:00:01,
Yuji_2736,1,2008_09_24_19_00_2.webm,Yuji,Hatoyama,0:00:36,0:00:36,0:00:00,
Yuji_2737,-1,2008_09_24_19_00_2.webm,Yuji,Kan,0:00:36,0:00:36,0:00:00,
Minori_2289,1,2008_09_24_19_00_2.webm,Minori,Kan,0:00:36,0:00:38,0:00:02,
Yuji_2739,-1,2008_09_24_19_00_2.webm,Yuji,Hatoyama,0:00:37,0:00:39,0:00:02,
Minori_2290,1,2008_09_24_19_00_2.webm,Minori,Hatoyama,0:00:37,0:00:42,0:00:05,
Yuji_2738,,2008_09_24_19_00_2.webm,Yuji,Kan,0:00:37,0:00:38,0:00:01,
Yuji_2740,-1,2008_09_24_19_00_2.webm,Yuji,Hatoyama,0:00:40,0:00:43,0:00:03,
Minori_2291,,2008_09_24_19_00_2.webm,Minori,Kan,0:00:42,0:00:45,0:00:03,
Minori_2292,,2008_09_24_19_00_2.webm,Minori,Ota,0:00:42,0:00:45,0:00:03,
Yuji_2741,,2008_09_24_19_00_2.webm,Yuji,Kan,0:00:43,0:00:45,0:00:02,
Yuji_2742,,2008_09_24_19_00_2.webm,Yuji,Ota,0:00:44,0:00:45,0:00:01,
Minori_2293,,2008_09_24_19_00_2.webm,Minori,Ozawa,0:00:45,0:00:49,0:00:04,
Yuji_2743,,2008_09_24_19_00_2.webm,Yuji,Ozawa,0:00:45,0:00:50,0:00:05,
Minori_2294,,2008_09_24_19_00_2.webm,Minori,Ozawa,0:00:53,0:01:05,0:00:12,
Yuji_2744,,2008_09_24_19_00_2.webm,Yuji,Ozawa,0:00:54,0:01:04,0:00:10,
Yuji_2745,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:05,0:01:06,0:00:01,
Minori_2295,1,2008_09_24_19_00_2.webm,Minori,Aso,0:01:05,0:01:21,0:00:16,
Yuji_2746,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:07,0:01:08,0:00:01,
Yuji_2747,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:10,0:01:21,0:00:11,
Minori_2296,1,2008_09_24_19_00_2.webm,Minori,Aso,0:01:27,0:01:35,0:00:08,
Minori_2298,,2008_09_24_19_00_2.webm,Minori,Fukuda,0:01:28,0:01:35,0:00:07,
Minori_2297,,2008_09_24_19_00_2.webm,Minori,Tanigaki,0:01:28,0:01:30,0:00:02,
Yuji_2749,,2008_09_24_19_00_2.webm,Yuji,Fukuda,0:01:29,0:01:35,0:00:06,
Yuji_2748,,2008_09_24_19_00_2.webm,Yuji,Tanigaki,0:01:29,0:01:31,0:00:02,
Yuji_2750,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:31,0:01:36,0:00:05,
Yuji_2751,1,2008_09_24_19_00_2.webm,Yuji,Shii,0:01:42,0:01:43,0:00:01,
Yuji_2752,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:45,0:01:52,0:00:07,
Minori_2299,1,2008_09_24_19_00_2.webm,Minori,Aso,0:01:45,0:01:57,0:00:12,
Yuji_2753,1,2008_09_24_19_00_2.webm,Yuji,Fukuda,0:01:45,0:01:46,0:00:01,
Yuji_2754,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:53,0:01:55,0:00:02,
Yuji_2755,-1,2008_09_24_19_00_2.webm,Yuji,Aso,0:01:56,0:01:58,0:00:02,
Minori_2300,,2008_09_24_19_00_2.webm,Minori,Ozawa,0:01:57,0:02:00,0:00:03,
Yuji_2756,,2008_09_24_19_00_2.webm,Yuji,Ozawa,0:01:58,0:02:00,0:00:02,
Yuji_2757,1,2008_09_24_19_00_2.webm,Yuji,Fukushima,0:02:06,0:02:08,0:00:02,a profile
Minori_2301,,2008_09_24_19_00_2.webm,Minori,Ozawa,0:02:19,0:02:24,0:00:05,
Yuji_2758,,2008_09_24_19_00_2.webm,Yuji,Ozawa,0:02:19,0:02:24,0:00:05,
Yuji_2759,,2008_09_24_19_00_2.webm,Yuji,Aso,0:03:47,0:03:52,0:00:05,
Minori_2302,,2008_09_24_19_00_2.webm,Minori,Aso,0:03:47,0:03:53,0:00:06,
Minori_2303,,2008_09_24_19_00_2.webm,Minori,Aso,0:04:07,0:04:23,0:00:16,
Yuji_2760,,2008_09_24_19_00_2.webm,Yuji,Aso,0:04:08,0:04:23,0:00:15,
,,2008_10_09_19_00_2.webm,_title_,,-1.00,,,
Yuji_2768,-1,2008_10_09_19_00_2.webm,Yuji,Aso,0:00:00,0:00:19,0:00:19,pictureonly
Minori_2311,1,2008_10_09_19_00_2.webm,Minori,Aso,0:00:00,0:00:23,0:00:23,picture&video
Yuji_2769,-1,2008_10_09_19_00_2.webm,Yuji,Aso,0:00:19,0:00:24,0:00:05,
Minori_2312,,2008_10_09_19_00_2.webm,Minori,Aso,0:00:25,0:00:28,0:00:03,
Yuji_2770,,2008_10_09_19_00_2.webm,Yuji,Aso,0:00:27,0:00:29,0:00:02,a profile
Minori_2313,1,2008_10_09_19_00_2.webm,Minori,Aso,0:00:39,0:00:56,0:00:17,
Yuji_2771,-1,2008_10_09_19_00_2.webm,Yuji,Aso,0:00:40,0:00:49,0:00:09,
Yuji_2772,1,2008_10_09_19_00_2.webm,Yuji,Yamaguchi,0:00:58,0:00:58,0:00:00,
Yuji_2773,1,2008_10_09_19_00_2.webm,Yuji,Yamaguchi,0:01:00,0:01:01,0:00:01,
,,2008_11_17_19_00_1.webm,_title_,,-1.00,,,
Minori_2329,,2008_11_17_19_00_1.webm,Minori,Aso,0:00:00,0:00:26,0:00:26,picture
Yuji_2789,,2008_11_17_19_00_1.webm,Yuji,Aso,0:00:00,0:00:26,0:00:26,pictureonly
Minori_2330,,2008_11_17_19_00_1.webm,Minori,Ozawa,0:00:00,0:00:26,0:00:26,picture
